ATK,Aquireable,CP39,CP40,CrossGen,DEF,EvolutionStage,Evolved,FamilyID,FutureEvolve,Generation,Hatchable,ImgName,Legendary,Name,Nest,New,NotGettable,PokedexNumber,Raidable,Regional,Row,STA,STATTOTAL,Shiny,Spawns,Type1,Type2,Weather1,Weather2,_id
158,1,1462,1484,0,129,2,0,81,0,2,0,156,0,Quilava,0,0,0,156,0,0,156,116,403,0,1,fire,,Sunny/clear,,60f83d8adb25e1905e06f55a
223,1,2648,2686,0,176,3,1,81,0,2,0,157,0,Typhlosion,0,0,0,157,0,0,157,156,555,0,1,fire,,Sunny/clear,,60f83d8adb25e1905e06f55b
117,1,997,1011,0,116,1,0,82,0,2,5,158,0,Totodile,1,0,0,158,0,0,158,100,333,0,1,water,,Rainy,,60f83d8adb25e1905e06f55c
150,1,1576,1598,0,151,2,0,82,0,2,0,159,0,Croconaw,0,0,0,159,0,0,159,130,431,0,1,water,,Rainy,,60f83d8adb25e1905e06f55d
205,1,2682,2721,0,197,3,1,82,0,2,0,160,0,Feraligatr,0,0,0,160,0,0,160,170,572,0,1,water,,Rainy,,60f83d8adb25e1905e06f55e
79,1,511,519,0,77,1,0,83,0,2,0,161,0,Sentret,1,0,0,161,0,0,161,70,226,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f55f
148,1,1643,1667,0,130,2,1,83,0,2,0,162,0,Furret,0,0,0,162,0,0,162,170,448,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f560
67,1,631,640,0,101,1,0,84,0,2,0,163,0,Hoothoot,1,0,0,163,0,0,163,120,288,0,1,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f561
145,1,2011,2040,0,179,2,1,84,0,2,0,164,0,Noctowl,0,0,0,164,0,0,164,200,524,0,1,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f562
72,1,654,663,0,142,1,0,85,0,2,0,165,0,Ledyba,1,0,0,165,0,0,165,80,294,0,1,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f563
107,1,1256,1275,0,209,2,1,85,0,2,0,166,0,Ledian,0,0,0,166,0,0,166,110,426,0,1,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f564
105,1,675,685,0,73,1,0,86,0,2,0,167,0,Spinarak,1,0,0,167,0,0,167,80,258,0,1,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f565
161,1,1613,1636,0,128,2,1,86,0,2,0,168,0,Ariados,0,0,0,168,0,0,168,140,429,0,1,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f566
194,1,2431,2466,0,178,3,1,17,0,2,0,169,0,Crobat,0,0,0,169,0,0,169,170,542,0,1,poison,flying,Cloudy,Windy,60f83d8adb25e1905e06f567
106,1,1052,1067,0,106,1,0,87,0,2,5,170,0,Chinchou,1,0,0,170,0,0,170,150,362,0,1,water,electric,Rainy,,60f83d8adb25e1905e06f568
146,1,2047,2077,0,146,2,1,87,0,2,0,171,0,Lanturn,0,0,0,171,0,0,171,250,542,0,1,water,electric,Rainy,,60f83d8adb25e1905e06f569
77,1,370,376,0,63,0,0,10,0,2,2,172,0,Pichu,0,0,0,172,0,0,172,40,180,1,0,electric,,Rainy,,60f83d8adb25e1905e06f56a
75,1,611,620,0,91,0,0,14,0,2,2,173,0,Cleffa,0,0,0,173,0,0,173,100,266,0,0,fairy,,Cloudy,,60f83d8adb25e1905e06f56b
69,1,505,512,0,34,0,0,16,0,2,2,174,0,Igglybuff,0,0,0,174,0,0,174,180,283,0,0,normal,fairy,Partly cloudy,Cloudy,60f83d8adb25e1905e06f56c
67,1,532,540,0,116,0,0,88,1,2,2,175,0,Togepi,0,0,0,175,0,0,175,70,253,0,0,fairy,,Cloudy,,60f83d8adb25e1905e06f56d
139,1,1521,1543,0,191,1,1,88,1,2,0,176,0,Togetic,0,0,0,176,0,0,176,110,440,0,1,fairy,flying,Cloudy,Windy,60f83d8adb25e1905e06f56e
134,1,911,925,0,89,1,0,89,0,2,0,177,0,Natu,1,0,0,177,0,0,177,80,303,0,1,psychic,flying,Windy,,60f83d8adb25e1905e06f56f
192,1,1947,1975,0,146,2,1,89,0,2,0,178,0,Xatu,0,0,0,178,0,0,178,130,468,0,1,psychic,flying,Windy,,60f83d8adb25e1905e06f570
114,1,874,887,0,82,1,0,90,0,2,10,179,0,Mareep,0,0,0,179,0,0,179,110,306,0,1,electric,,Rainy,,60f83d8adb25e1905e06f571
145,1,1382,1402,0,112,2,0,90,0,2,0,180,0,Flaaffy,0,0,0,180,0,0,180,140,397,0,1,electric,,Rainy,,60f83d8adb25e1905e06f572
211,1,2656,2695,0,172,3,1,90,0,2,0,181,0,Ampharos,0,0,0,181,0,0,181,180,563,0,1,electric,,Rainy,,60f83d8adb25e1905e06f573
169,1,2078,2108,0,189,3,1,18,0,2,0,182,0,Bellossom,0,0,0,182,0,0,182,150,508,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f574
37,1,414,420,0,93,1,0,91,0,2,0,183,0,Marill,1,0,0,183,0,0,183,140,270,0,1,water,fairy,Rainy,Cloudy,60f83d8adb25e1905e06f575
112,1,1481,1503,0,152,2,1,91,0,2,0,184,0,Azumarill,0,0,0,184,0,0,184,200,464,0,1,water,fairy,Rainy,Cloudy,60f83d8adb25e1905e06f576
167,1,2035,2065,0,198,1,1,92,0,2,10,185,0,Sudowoodo,0,0,0,185,0,0,185,140,505,0,1,rock,,Partly cloudy,,60f83d8adb25e1905e06f577
174,1,2337,2371,0,192,2,1,27,0,2,0,186,0,Politoed,0,0,0,186,0,0,186,180,546,0,1,water,,Rainy,,60f83d8adb25e1905e06f578
67,1,501,508,0,101,1,0,93,0,2,0,187,0,Hoppip,1,0,0,187,0,0,187,70,238,0,1,grass,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f579
91,1,869,882,0,127,2,0,93,0,2,0,188,0,Skiploom,0,0,0,188,0,0,188,110,328,0,1,grass,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f57a
118,1,1531,1553,0,197,3,1,93,0,2,0,189,0,Jumpluff,0,0,0,189,0,0,189,150,465,0,1,grass,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f57b
136,1,1171,1188,0,112,1,1,94,1,2,0,190,0,Aipom,1,0,0,190,0,0,190,110,358,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f57c
55,1,312,316,0,55,1,0,95,0,2,0,191,0,Sunkern,1,0,0,191,0,0,191,60,170,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f57d
185,1,2019,2048,0,148,2,1,95,0,2,0,192,0,Sunflora,0,0,0,192,0,0,192,150,483,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f57e
154,1,1308,1326,0,94,1,1,96,1,2,0,193,0,Yanma,1,0,0,193,0,0,193,130,378,0,1,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f57f
75,1,587,596,0,75,1,0,97,0,2,0,194,0,Wooper,1,0,0,194,0,0,194,110,260,0,1,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f580
152,1,1902,1929,0,152,2,1,97,0,2,0,195,0,Quagsire,0,0,0,195,0,0,195,190,494,0,1,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f581
261,1,2958,3000,1,194,2,1,68,0,2,0,196,0,Espeon,0,0,0,196,0,0,196,130,585,0,0,psychic,,Windy,,60f83d8adb25e1905e06f582
126,1,2023,2052,1,250,2,1,68,0,2,0,197,0,Umbreon,0,0,0,197,0,0,197,190,566,0,0,dark,,Fog,,60f83d8adb25e1905e06f583
175,1,1372,1392,0,87,1,1,98,1,2,0,198,0,Murkrow,1,0,0,198,0,0,198,120,382,0,1,dark,flying,Fog,Windy,60f83d8adb25e1905e06f584
177,1,2446,2482,0,194,2,1,34,0,2,0,199,0,Slowking,0,0,0,199,0,0,199,190,561,0,1,water,psychic,Rainy,Windy,60f83d8adb25e1905e06f585
167,1,1756,1781,0,167,1,1,99,1,2,0,200,0,Misdreavus,1,0,0,200,0,0,200,120,454,0,1,ghost,,Fog,,60f83d8adb25e1905e06f586
136,1,1008,1022,0,91,1,1,100,0,2,0,201,0,Unown,0,0,0,201,0,0,201,96,323,0,1,psychic,,Windy,,60f83d8adb25e1905e06f587
60,1,1009,1024,0,106,1,1,101,0,2,0,202,0,Wobbuffet,1,0,0,202,0,0,202,380,546,0,1,psychic,,Windy,,60f83d8adb25e1905e06f588
182,1,1836,1863,0,133,1,1,102,0,2,5,203,0,Girafarig,1,0,0,203,0,0,203,140,455,0,1,normal,psychic,Partly cloudy,Windy,60f83d8adb25e1905e06f589
108,1,1030,1045,0,146,1,0,103,0,2,5,204,0,Pineco,0,0,0,204,0,0,204,100,354,0,1,bug,,Rainy,,60f83d8adb25e1905e06f58a
161,1,2231,2263,0,242,2,1,103,0,2,0,205,0,Forretress,0,0,0,205,0,0,205,150,553,0,1,bug,steel,Rainy,Snow,60f83d8adb25e1905e06f58b
131,1,1592,1615,0,131,1,1,104,0,2,5,206,0,Dunsparce,1,0,0,206,0,0,206,200,462,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f58c
143,1,1733,1758,0,204,1,1,105,1,2,5,207,0,Gligar,0,0,0,207,0,0,207,130,477,0,1,ground,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f58d
148,1,2404,2439,0,333,2,1,42,0,2,0,208,0,Steelix,0,0,0,208,0,0,208,150,631,0,0,steel,ground,Snow,Sunny/clear,60f83d8adb25e1905e06f58e
137,1,1108,1124,0,89,1,0,106,0,2,0,209,0,Snubbull,1,0,0,209,0,0,209,120,346,0,1,fairy,,Cloudy,,60f83d8adb25e1905e06f58f
212,1,2406,2440,0,137,2,1,106,0,2,0,210,0,Granbull,0,0,0,210,0,0,210,180,529,0,1,fairy,,Cloudy,,60f83d8adb25e1905e06f590
184,1,1883,1910,0,148,1,1,107,0,2,0,211,0,Qwilfish,1,0,0,211,0,0,211,130,462,0,1,water,poison,Rainy,Cloudy,60f83d8adb25e1905e06f591
236,1,2761,2801,0,191,2,1,59,0,2,0,212,0,Scizor,0,0,0,212,0,0,212,140,567,0,0,bug,steel,Rainy,Snow,60f83d8adb25e1905e06f592
17,1,296,300,0,396,1,1,108,0,2,5,213,0,Shuckle,1,0,0,213,0,0,213,40,453,0,1,bug,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f593
234,1,2896,2938,0,189,1,1,109,0,2,0,214,0,Heracross,0,0,0,214,0,1,214,160,583,0,1,bug,fighting,Rainy,Cloudy,60f83d8adb25e1905e06f594
189,1,1841,1868,0,157,1,1,110,1,2,5,215,0,Sneasel,1,0,0,215,0,0,215,110,456,0,0,dark,ice,Fog,Snow,60f83d8adb25e1905e06f595
142,1,1167,1184,0,93,1,0,111,0,2,5,216,0,Teddiursa,1,0,0,216,0,0,216,120,355,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f596
236,1,2720,2760,0,144,2,1,111,0,2,0,217,0,Ursaring,0,0,0,217,0,0,217,180,560,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f597
118,1,740,750,0,71,1,0,112,0,2,0,218,0,Slugma,1,0,0,218,0,0,218,80,269,0,1,fire,,Sunny/clear,,60f83d8adb25e1905e06f598
139,1,1521,1543,0,209,2,1,112,0,2,0,219,0,Magcargo,0,0,0,219,0,0,219,100,448,0,1,fire,rock,Sunny/clear,Partly cloudy,60f83d8adb25e1905e06f599
90,1,653,663,0,74,1,0,113,1,2,0,220,0,Swinub,1,0,0,220,0,0,220,100,264,0,1,ice,ground,Snow,Sunny/clear,60f83d8adb25e1905e06f59a
181,1,2252,2284,0,147,2,1,113,1,2,0,221,0,Piloswine,0,0,0,221,2,0,221,200,528,0,1,ice,ground,Snow,Sunny/clear,60f83d8adb25e1905e06f59b
118,1,1197,1214,0,156,1,1,114,0,2,0,222,0,Corsola,0,0,0,222,0,1,222,110,384,0,1,water,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f59c
127,1,738,749,0,69,1,0,115,0,2,2,223,0,Remoraid,1,0,0,223,0,0,223,70,266,0,1,water,,Rainy,,60f83d8adb25e1905e06f59d
197,1,2094,2124,0,141,2,1,115,0,2,0,224,0,Octillery,0,0,0,224,0,0,224,150,488,0,1,water,,Rainy,,60f83d8adb25e1905e06f59e
128,1,924,937,0,90,1,1,116,0,2,0,225,0,Delibird,0,0,0,225,0,0,225,90,308,0,1,ice,flying,Snow,Windy,60f83d8adb25e1905e06f59f
148,1,2003,2032,0,260,1,1,117,0,2,5,226,0,Mantine,0,0,0,226,0,0,226,130,538,0,1,water,flying,Rainy,Windy,60f83d8adb25e1905e06f5a0
148,1,2003,2032,0,260,1,1,118,0,2,10,227,0,Skarmory,0,0,0,227,0,0,227,130,538,0,1,steel,flying,Snow,Windy,60f83d8adb25e1905e06f5a1
152,1,1094,1110,0,93,1,0,119,0,2,5,228,0,Houndour,1,0,0,228,0,0,228,90,335,0,1,dark,fire,Fog,Sunny/clear,60f83d8adb25e1905e06f5a2
224,1,2493,2529,0,159,2,1,119,0,2,0,229,0,Houndoom,0,0,0,229,0,0,229,150,533,0,1,dark,fire,Fog,Sunny/clear,60f83d8adb25e1905e06f5a3
194,1,2389,2424,1,194,3,1,55,0,2,0,230,0,Kingdra,0,0,0,230,0,0,230,150,538,0,1,water,dragon,Rainy,Windy,60f83d8adb25e1905e06f5a4
107,1,1158,1175,0,107,1,0,120,0,2,5,231,0,Phanpy,0,0,0,231,0,0,231,180,394,0,1,ground,,Sunny/clear,,60f83d8adb25e1905e06f5a5
214,1,2979,3022,0,214,2,1,120,0,2,0,232,0,Donphan,0,0,0,232,0,0,232,180,608,0,1,ground,,Sunny/clear,,60f83d8adb25e1905e06f5a6
198,1,2509,2546,0,183,2,1,69,1,2,0,233,0,Porygon2,0,0,0,233,0,0,233,170,551,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f5a7
192,1,1960,1988,0,132,1,1,121,0,2,5,234,0,Stantler,0,0,0,234,0,0,234,146,470,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5a8
40,0,384,389,0,88,1,1,122,0,2,0,235,0,Smeargle,0,0,0,235,0,0,235,110,238,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f5a9
64,1,398,404,0,64,0,0,48,0,2,5,236,0,Tyrogue,0,0,0,236,0,0,236,70,198,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f5aa
173,1,1878,1905,0,214,1,1,48,0,2,0,237,0,Hitmontop,0,0,0,237,0,0,237,100,487,0,1,fighting,,Cloudy,,60f83d8adb25e1905e06f5ab
153,1,1213,1230,0,116,0,0,,0,2,5,238,0,Smoochum,0,0,0,238,0,0,238,90,359,0,0,ice,psychic,Snow,Windy,60f83d8adb25e1905e06f5ac
135,1,1057,1073,0,110,0,0,,0,2,5,239,0,Elekid,0,0,0,239,0,0,239,90,335,0,0,electric,,Rainy,,60f83d8adb25e1905e06f5ad
151,1,1161,1178,0,108,0,0,,0,2,5,240,0,Magby,0,0,0,240,0,0,240,90,349,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f5ae
157,1,2279,2312,0,211,1,1,123,0,2,10,241,0,Miltank,0,0,0,241,0,0,241,190,558,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5af
129,1,3173,3219,1,229,2,1,,0,2,0,242,0,Blissey,0,0,0,242,0,0,242,510,868,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5b0
241,1,3301,3349,0,210,1,1,124,0,2,0,243,1,Raikou,0,0,1,243,0,0,243,180,631,0,0,electric,,Rainy,,60f83d8adb25e1905e06f5b1
235,1,3329,3377,0,176,1,1,125,0,2,0,244,1,Entei,0,0,1,244,0,0,244,230,641,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f5b2
180,1,2783,2823,0,235,1,1,126,0,2,0,245,1,Suicune,0,0,1,245,0,0,245,200,615,0,0,water,,Rainy,,60f83d8adb25e1905e06f5b3
115,1,891,904,0,93,1,0,127,0,2,10,246,0,Larvitar,0,0,0,246,0,0,246,100,308,0,1,rock,ground,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f5b4
155,1,1585,1608,0,133,2,0,127,0,2,0,247,0,Pupitar,0,0,0,247,0,0,247,140,428,0,1,rock,ground,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f5b5
251,1,3617,3670,0,212,3,1,127,0,2,0,248,0,Tyranitar,0,0,0,248,4,0,248,200,663,0,1,rock,dark,Partly cloudy,Fog,60f83d8adb25e1905e06f5b6
193,1,3547,3598,0,323,1,1,128,0,2,0,249,1,Lugia,0,0,1,249,5,0,249,212,728,1,0,psychic,flying,Windy,,60f83d8adb25e1905e06f5b7
239,1,3833,3889,0,274,1,1,129,0,2,0,250,1,Ho Oh,0,0,1,250,0,0,250,193,706,0,0,fire,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f5b8
210,0,3046,3090,0,210,1,1,130,0,2,0,251,2,Celebi,0,0,0,251,0,0,251,200,620,0,0,psychic,grass,Windy,Sunny/clear,60f83d8adb25e1905e06f5b9
124,1,909,923,0,104,1,0,131,0,3,5,252,0,Treecko,1,0,0,252,0,0,252,80,308,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f5ba
172,1,1486,1508,0,130,2,0,131,0,3,0,253,0,Grovyle,0,0,0,253,0,0,253,100,402,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f5bb
223,1,2547,2584,0,180,3,1,131,0,3,0,254,0,Sceptile,0,0,0,254,0,0,254,140,543,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f5bc
130,1,946,959,0,92,1,0,132,0,3,5,255,0,Torchic,1,0,0,255,0,0,255,90,312,0,1,fire,,Sunny/clear,,60f83d8adb25e1905e06f5bd
163,1,1451,1472,0,115,2,0,132,0,3,0,256,0,Combusken,0,0,0,256,0,0,256,120,398,0,1,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f5be
240,1,2593,2631,0,141,3,1,132,0,3,0,257,0,Blaziken,0,0,0,257,0,0,257,160,541,0,0,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f5bf
126,1,967,981,0,93,1,0,133,0,3,5,258,0,Mudkip,1,0,0,258,0,0,258,100,319,0,1,water,,Rainy,,60f83d8adb25e1905e06f5c0
156,1,1594,1617,0,133,2,0,133,0,3,0,259,0,Marshtomp,0,0,0,259,0,0,259,140,429,0,1,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f5c1
208,1,2774,2815,0,175,3,1,133,0,3,0,260,0,Swampert,0,0,0,260,0,0,260,200,583,0,0,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f5c2
96,1,556,564,0,63,1,0,134,0,3,2,261,0,Poochyena,1,0,0,261,0,0,261,70,229,1,1,dark,,Fog,,60f83d8adb25e1905e06f5c3
171,1,1757,1783,0,137,2,1,134,0,3,0,262,0,Mightyena,0,0,0,262,0,0,262,140,448,1,1,dark,,Fog,,60f83d8adb25e1905e06f5c4
58,1,417,423,0,80,1,0,135,0,3,2,263,0,Zigzagoon,1,0,0,263,0,0,263,76,214,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5c5
142,1,1511,1533,0,128,2,1,135,0,3,0,264,0,Linoone,0,0,0,264,0,0,264,156,426,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5c6
75,1,494,502,0,61,1,0,136,0,3,2,265,0,Wurmple,1,0,0,265,0,0,265,90,226,0,1,bug,,Rainy,,60f83d8adb25e1905e06f5c7
60,1,509,517,0,91,2,0,136,0,3,0,266,0,Silcoon,0,0,0,266,0,0,266,100,251,0,0,bug,,Rainy,,60f83d8adb25e1905e06f5c8
189,1,1551,1573,0,98,3,1,136,0,3,0,267,0,Beautifly,0,0,0,267,0,0,267,120,407,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f5c9
60,1,509,517,0,91,2,0,137,0,3,0,268,0,Cascoon,0,0,0,268,0,0,268,100,251,0,0,bug,,Rainy,,60f83d8adb25e1905e06f5ca
98,1,1105,1121,0,172,3,1,137,0,3,0,269,0,Dustox,0,0,0,269,0,0,269,120,390,0,0,bug,poison,Rainy,Cloudy,60f83d8adb25e1905e06f5cb
71,1,518,526,0,86,1,0,138,0,3,5,270,0,Lotad,0,0,0,270,0,0,270,80,237,0,1,water,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f5cc
112,1,1086,1102,0,128,2,0,138,0,3,0,271,0,Lombre,0,0,0,271,0,0,271,120,360,0,1,water,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f5cd
173,1,2197,2229,0,191,3,1,138,0,3,0,272,0,Ludicolo,0,0,0,272,0,0,272,160,524,0,0,water,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f5ce
71,1,518,526,0,86,1,0,139,0,3,5,273,0,Seedot,1,0,0,273,0,0,273,80,237,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f5cf
134,1,1101,1117,0,78,2,0,139,0,3,0,274,0,Nuzleaf,0,0,0,274,0,0,274,140,352,0,1,grass,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f5d0
200,1,2155,2186,0,121,3,1,139,0,3,0,275,0,Shiftry,0,0,0,275,0,0,275,180,501,0,0,grass,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f5d1
106,3,632,642,0,61,1,0,140,0,3,0,276,0,Taillow,1,1,0,276,0,0,276,80,247,0,1,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f5d2
185,3,1722,1747,0,130,2,1,140,0,3,0,277,0,Swellow,0,1,0,277,0,0,277,120,435,0,1,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f5d3
106,3,632,642,0,61,1,0,141,0,3,0,278,0,Wingull,1,1,0,278,0,0,278,80,247,0,1,water,flying,Rainy,Windy,60f83d8adb25e1905e06f5d4
175,3,1941,1969,0,189,2,1,141,0,3,0,279,0,Pelipper,0,1,0,279,0,0,279,120,484,0,1,water,flying,Rainy,Windy,60f83d8adb25e1905e06f5d5
79,1,430,436,0,63,1,0,142,1,3,10,280,0,Ralts,0,0,0,280,0,0,280,56,198,0,1,psychic,fairy,Windy,Cloudy,60f83d8adb25e1905e06f5d6
117,1,831,843,0,100,2,0,142,1,3,0,281,0,Kirlia,0,0,0,281,0,0,281,76,293,0,1,psychic,fairy,Windy,Cloudy,60f83d8adb25e1905e06f5d7
237,1,2922,2964,0,220,3,1,142,0,3,0,282,0,Gardevoir,0,0,0,282,0,0,282,136,593,0,0,psychic,fairy,Windy,Cloudy,60f83d8adb25e1905e06f5d8
93,3,685,695,0,97,1,0,143,0,3,0,283,0,Surskit,1,1,0,283,0,0,283,80,270,0,1,bug,water,Rainy,,60f83d8adb25e1905e06f5d9
192,3,2104,2135,0,161,2,0,143,0,3,0,284,0,Masquerain,0,1,0,284,0,0,284,140,493,0,1,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f5da
74,1,711,722,0,110,1,0,144,0,3,5,285,0,Shroomish,1,0,0,285,0,0,285,120,304,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f5db
241,1,2373,2407,0,153,2,0,144,0,3,0,286,0,Breloom,0,0,0,286,0,0,286,120,514,0,1,grass,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f5dc
104,1,928,942,0,104,1,0,145,0,3,10,287,0,Slakoth,0,0,0,287,0,0,287,120,328,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5dd
159,1,1869,1896,0,159,2,0,145,0,3,0,288,0,Vigoroth,0,0,0,288,0,0,288,160,478,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5de
290,1,4484,4548,0,183,3,0,145,0,3,0,289,0,Slaking,0,0,0,289,0,0,289,273,746,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f5df
80,0,665,674,0,153,1,0,146,0,3,0,290,0,Nincada,0,0,0,290,0,0,290,62,295,0,0,bug,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f5e0
199,0,1765,1790,0,116,2,0,146,0,3,0,291,0,Ninjask,0,0,0,291,0,0,291,122,437,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f5e1
153,0,415,421,0,80,3,0,146,0,3,0,292,0,Shedinja,0,0,0,292,0,0,292,2,235,0,0,bug,ghost,Rainy,Fog,60f83d8adb25e1905e06f5e2
92,2,594,603,0,42,1,0,147,0,3,2,293,0,Whismur,1,0,0,293,0,0,293,128,262,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5e3
134,2,1215,1233,0,81,2,0,147,0,3,0,294,0,Loudred,0,0,0,294,0,0,294,168,383,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5e4
179,2,2234,2267,0,142,3,0,147,0,3,0,295,0,Exploud,0,0,0,295,0,0,295,208,529,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f5e5
99,1,735,745,0,54,1,0,148,0,3,5,296,0,Makuhita,1,0,0,296,0,0,296,144,297,0,1,fighting,,Cloudy,,60f83d8adb25e1905e06f5e6
209,1,2726,2765,0,114,2,0,148,0,3,0,297,0,Hariyama,0,0,0,297,0,0,297,288,611,0,1,fighting,,Cloudy,,60f83d8adb25e1905e06f5e7
36,1,312,316,0,71,0,0,,0,3,5,298,0,Azurill,0,0,0,298,0,0,298,100,207,0,0,normal,fairy,Partly cloudy,Cloudy,60f83d8adb25e1905e06f5e8
82,2,819,831,0,236,1,0,149,1,3,5,299,0,Nosepass,1,0,0,299,0,0,299,60,378,0,1,rock,,Partly cloudy,,60f83d8adb25e1905e06f5e9
84,1,650,659,0,84,1,0,150,0,3,5,300,0,Skitty,1,0,0,300,0,0,300,100,268,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5ea
132,1,1366,1385,0,132,2,0,151,0,3,0,301,0,Delcatty,0,0,0,301,0,0,301,140,404,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f5eb
141,1,1286,1305,0,141,1,0,152,0,3,0,302,0,Sableye,0,0,0,302,2,0,302,100,382,1,1,dark,ghost,Fog,,60f83d8adb25e1905e06f5ec
155,1,1463,1484,0,155,1,0,153,0,3,0,303,0,Mawile,0,0,0,303,2,0,303,100,410,1,0,steel,fairy,Snow,Cloudy,60f83d8adb25e1905e06f5ed
121,2,1214,1232,0,168,1,0,154,0,3,2,304,0,Aron,1,0,0,304,0,0,304,100,389,1,1,steel,rock,Snow,Partly cloudy,60f83d8adb25e1905e06f5ee
158,2,1976,2004,0,240,2,0,154,0,3,0,305,0,Lairon,0,0,0,305,0,0,305,120,518,1,1,steel,rock,Snow,Partly cloudy,60f83d8adb25e1905e06f5ef
198,2,2961,3004,0,314,3,0,154,0,3,0,306,0,Aggron,0,0,0,306,4,0,306,140,652,1,0,steel,rock,Snow,Partly cloudy,60f83d8adb25e1905e06f5f0
78,1,547,555,0,107,1,0,155,0,3,0,307,0,Meditite,1,0,0,307,0,0,307,60,245,0,1,fighting,psychic,Cloudy,Windy,60f83d8adb25e1905e06f5f1
121,1,1257,1275,0,152,2,0,155,0,3,0,308,0,Medicham,0,0,0,308,0,0,308,120,393,0,0,fighting,psychic,Cloudy,Windy,60f83d8adb25e1905e06f5f2
123,1,798,810,0,78,1,0,156,0,3,0,309,0,Electrike,1,0,0,309,0,0,309,80,281,0,1,electric,,Rainy,,60f83d8adb25e1905e06f5f3
215,1,2100,2131,0,127,2,0,156,0,3,0,310,0,Manectric,0,0,0,310,2,0,310,140,482,0,0,electric,,Rainy,,60f83d8adb25e1905e06f5f4
167,1,1657,1681,0,147,1,0,157,0,3,0,311,0,Plusle,0,0,0,311,0,0,311,120,434,0,1,electric,,Rainy,,60f83d8adb25e1905e06f5f5
